focus_session_length_minutes,break_frequency_per_hour,after_hours_activity_minutes,communication_sentiment_score,department,wellness_label
38.3,0.42,98.8,0.695,engineering,Stressed
50.1,0.99,16.7,0.844,product,Healthy
49.0,0.97,43.1,0.406,engineering,Stressed
42.6,0.33,65.6,0.755,marketing,Stressed
51.0,0.99,16.8,0.857,product,Healthy
52.9,1.84,40.8,0.778,sales,Healthy
41.3,1.82,37.9,0.736,product,Healthy
17.3,0.75,84.8,0.456,sales,Stressed
52.4,1.39,11.7,0.809,product,Healthy
51.5,1.24,14.4,0.769,sales,Healthy
22.6,0.18,93.0,0.197,hr,Burnout
42.1,1.07,0,0.646,marketing,Healthy
37.4,1.11,7.7,0.53,marketing,Healthy
10.1,0.24,124.7,0.168,product,Burnout
34.7,1.33,25.0,0.764,hr,Healthy
17.5,0.19,142.8,0.394,engineering,Burnout
65.1,1.39,30.9,0.855,product,Healthy
20.5,0.06,124.7,0.264,hr,Burnout
63.8,0.88,16.0,0.837,marketing,Healthy
47.3,1.34,15.4,0.764,hr,Healthy
56.8,0.36,65.8,0.488,marketing,Stressed
35.3,0.61,57.3,0.513,sales,Stressed
36.0,0.44,63.7,0.492,product,Stressed
16.8,0.13,25.5,0.217,product,Burnout
17.2,0.14,68.3,0.284,product,Burnout
25.5,0.43,50.3,0.784,hr,Stressed
31.2,0.28,73.0,0.705,engineering,Stressed
30.1,0.7,45.8,0.442,sales,Stressed
12.4,0.11,102.9,0.363,product,Burnout
58.0,1.21,18.7,0.775,product,Healthy
31.0,0.25,125.4,0.227,marketing,Burnout
33.1,0.36,33.1,0.477,hr,Stressed
47.6,0.4,127.6,0.581,sales,Stressed
55.1,0.73,56.1,0.577,product,Stressed
32.2,1.18,21.7,0.914,marketing,Healthy
27.8,0.09,142.5,0.329,product,Burnout
57.6,1.37,1.7,0.651,product,Healthy
9.3,0.2,57.9,0.318,hr,Burnout
26.5,0.22,78.8,0.282,sales,Burnout
28.0,0.15,59.3,0.225,hr,Burnout
42.4,0.43,67.4,0.435,hr,Stressed
12.1,0.02,97.0,0.237,sales,Burnout
52.3,1.01,19.3,0.943,marketing,Healthy
35.1,0.46,79.6,0.247,hr,Stressed
52.3,0.95,12.7,0.573,marketing,Healthy
43.1,0.54,71.8,0.611,engineering,Stressed
26.3,0.39,116.6,0.483,hr,Stressed
61.7,1.62,13.0,0.662,product,Healthy
39.1,0.94,19.2,0.748,marketing,Healthy
17.9,0.47,65.0,0.293,product,Stressed
56.6,1.42,26.7,0.832,product,Healthy
57.5,1.46,12.4,0.965,marketing,Healthy
26.8,0.88,84.8,0.689,engineering,Stressed
76.1,0.38,65.4,0.571,hr,Stressed
16.8,0.26,66.8,0.177,sales,Burnout
19.0,0.32,33.5,0.238,product,Burnout
53.9,1.45,12.4,0.928,engineering,Healthy
49.7,0.71,3.9,0.754,marketing,Healthy
59.4,1.44,20.6,0.848,product,Healthy
8.1,0.23,155.2,0.403,product,Burnout
42.3,0.56,65.3,0.312,sales,Stressed
3.6,0.19,93.2,0.345,product,Burnout
71.2,1.34,14.9,0.715,sales,Healthy
68.5,1.21,2.8,0.779,hr,Healthy
39.5,0.74,68.3,0.431,hr,Stressed
45.1,0.49,9.6,0.206,engineering,Stressed
35.9,0.23,116.4,0.154,marketing,Burnout
47.0,1.3,31.6,0.869,hr,Healthy
10.7,0.06,133.6,0.213,sales,Burnout
51.8,1.35,19.5,0.816,engineering,Healthy
10.5,0.48,70.6,0.764,engineering,Stressed
72.7,0.5,3.9,0.574,engineering,Stressed
44.0,1.14,8.2,0.793,marketing,Healthy
0.5,0.15,58.4,0.176,product,Burnout
29.9,0.55,54.3,0.462,sales,Stressed
36.1,1.6,5.2,0.718,sales,Healthy
20.3,0.37,60.4,0.624,hr,Stressed
52.3,0.66,66.0,0.485,hr,Stressed
53.4,0.56,80.2,0.558,product,Stressed
48.4,1.07,10.2,0.833,hr,Healthy
16.0,0.16,73.7,0.24,product,Burnout
21.1,0.08,40.8,0.184,product,Burnout
8.6,0.26,62.3,0.205,hr,Burnout
44.7,0.92,19.5,0.851,engineering,Healthy
36.2,0.29,87.8,0.787,engineering,Stressed
13.6,0.62,51.0,0.442,engineering,Stressed
20.9,0.25,64.7,0.125,sales,Stressed
19.6,0.24,36.9,0.317,marketing,Burnout
33.2,0.38,62.8,0.407,sales,Stressed
21.2,0.24,113.8,0.363,sales,Burnout
8.1,0.2,23.9,0.369,sales,Burnout
9.9,0.51,29.5,0.555,hr,Stressed
33.1,1.22,0,0.879,sales,Healthy
22.4,0.69,36.7,0.447,hr,Stressed
22.6,0.48,91.4,0.335,engineering,Burnout
42.1,0.9,32.1,0.877,hr,Healthy
15.3,0.25,52.6,0.254,marketing,Burnout
25.9,0.52,29.8,0.534,marketing,Stressed
10.6,0.49,26.7,0.776,engineering,Stressed
42.1,0.19,38.4,0.621,product,Stressed
55.2,0.91,12.2,0.883,product,Healthy
12.7,0.32,87.2,0.396,product,Burnout
74.2,1.44,10.3,0.775,sales,Healthy
46.4,0.91,0,0.728,engineering,Healthy
5.6,0.11,73.6,0.41,sales,Burnout
44.2,1.11,35.7,0.795,hr,Healthy
15.0,0.36,67.1,0.796,sales,Stressed
55.6,0.83,73.0,0.675,sales,Stressed
14.5,0.27,92.4,0.263,engineering,Burnout
60.5,0.66,69.5,0.579,sales,Stressed
29.4,0.83,58.2,0.348,marketing,Stressed
66.9,1.21,17.0,0.817,marketing,Healthy
14.0,0.19,80.9,0.035,marketing,Burnout
44.8,1.78,0,0.656,product,Healthy
46.5,0.31,88.4,0.605,sales,Stressed
13.7,0.25,80.1,0.24,sales,Burnout
47.9,1.05,7.4,0.856,engineering,Healthy
28.7,0.12,99.8,0.212,hr,Burnout
18.0,0.27,22.3,0.502,engineering,Burnout
24.4,0.3,84.9,0.226,marketing,Burnout
65.2,1.09,5.5,0.809,hr,Healthy
22.0,0.12,32.7,0.277,engineering,Burnout
20.9,0.24,75.1,0.294,sales,Burnout
57.4,1.42,15.8,0.774,product,Healthy
21.9,0.28,139.4,0.185,product,Burnout
3.5,0.57,28.0,0.402,product,Stressed
44.5,0.68,110.6,0.397,engineering,Stressed
10.2,0.15,83.8,0.188,engineering,Burnout
4.8,0.13,131.6,0.313,engineering,Burnout
32.9,0.77,20.9,0.545,product,Stressed
26.9,0.07,100.2,0.282,sales,Burnout
49.2,0.05,21.6,0.213,hr,Stressed
14.2,0.22,60.7,0.245,marketing,Burnout
20.9,0.09,154.6,0.234,product,Burnout
55.5,1.3,26.9,0.738,engineering,Healthy
74.0,0.75,39.7,0.405,sales,Stressed
62.8,1.01,29.2,0.594,hr,Healthy
12.7,0.25,63.8,0.237,engineering,Burnout
46.5,1.1,15.2,0.733,hr,Healthy
48.7,1.23,10.9,0.742,engineering,Healthy
21.2,0.44,165.2,0.244,engineering,Burnout
25.1,0,76.7,0.271,hr,Burnout
53.2,1.45,0,0.792,product,Healthy
28.6,0.42,68.1,0.58,engineering,Stressed
47.3,0.84,6.2,0.728,engineering,Healthy
35.3,0.6,76.8,0.409,engineering,Stressed
23.2,0.21,90.9,0.363,product,Stressed
22.0,0.67,67.5,0.732,marketing,Stressed
22.6,0.27,106.3,0.418,hr,Burnout
51.0,0.42,69.0,0.543,sales,Stressed
45.9,0.58,110.4,0.36,sales,Stressed
54.8,1.47,25.4,0.818,sales,Healthy
30.3,0.33,58.1,0.502,sales,Stressed
21.2,0.66,83.5,0.387,hr,Stressed
39.5,1.1,29.7,0.388,hr,Stressed
54.0,1.4,2.0,0.764,sales,Healthy
15.4,0.14,58.4,0.201,sales,Burnout
40.5,1.73,4.9,0.742,sales,Healthy
66.3,1.07,25.5,0.729,marketing,Healthy
16.2,0.17,51.4,0.171,product,Burnout
19.0,0.02,102.4,0.235,product,Burnout
62.2,0.84,9.1,0.533,sales,Healthy
30.2,0.18,152.1,0.48,hr,Burnout
14.5,0.25,153.0,0.374,hr,Burnout
63.6,0.44,50.1,0.614,sales,Stressed
0,0.25,67.8,0.66,engineering,Stressed
10.0,0.27,123.8,0.206,product,Burnout
14.1,0.2,68.2,0.317,marketing,Burnout
23.4,0.55,15.4,0.577,sales,Stressed
44.3,0.5,35.1,0.505,marketing,Stressed
30.5,0.57,96.4,0.574,engineering,Stressed
64.3,0.62,21.3,0.733,sales,Healthy
19.6,0.28,108.8,0.391,product,Burnout
24.7,0.52,56.2,0.271,product,Burnout
22.7,0.6,76.0,0.558,sales,Stressed
19.4,0.67,94.3,0.522,sales,Stressed
71.0,1.17,3.4,0.69,hr,Healthy
9.2,0.09,112.0,0.313,marketing,Burnout
21.4,0.19,91.3,0.337,marketing,Burnout
19.8,0.2,35.4,0.305,sales,Stressed
46.3,0.58,91.0,0.249,marketing,Stressed
32.9,0.12,111.4,0.231,engineering,Burnout
37.7,0.34,6.7,0.533,marketing,Stressed
40.5,0.36,95.5,0.631,engineering,Stressed
23.5,0.13,69.2,0.399,product,Burnout
29.9,0,22.5,0.232,sales,Burnout
16.0,0.1,34.4,0.585,hr,Stressed
31.9,0.64,49.9,0.491,engineering,Stressed
73.6,1.47,5.2,0.756,engineering,Healthy
24.4,0.57,60.1,0.374,engineering,Stressed
23.3,0.47,51.2,0.463,marketing,Stressed
37.4,0.65,34.3,0.678,engineering,Healthy
24.7,0.2,54.7,0.467,sales,Stressed
70.8,0.5,39.0,0.316,hr,Stressed
22.8,0.25,126.6,0.341,engineering,Burnout
41.8,0.44,27.6,0.41,marketing,Stressed
42.1,0.87,72.2,0.501,engineering,Stressed
23.2,0.14,57.2,0.35,product,Burnout
18.1,0.11,104.2,0.282,engineering,Burnout
20.0,0.27,98.6,0.291,marketing,Burnout
18.1,0.31,113.0,0.25,hr,Burnout
44.5,1.16,17.3,0.808,engineering,Healthy
27.8,0.2,135.0,0.273,marketing,Burnout
25.8,0.2,53.3,0.183,engineering,Burnout
36.2,0.77,33.6,0.224,hr,Stressed
2.4,0,114.4,0.304,hr,Burnout
43.6,1.69,20.2,0.769,sales,Healthy
28.2,0.14,105.1,0.422,engineering,Burnout
63.1,1.27,0,0.8,engineering,Healthy
46.9,0.45,59.4,0.588,engineering,Stressed
0,0.19,117.5,0.354,marketing,Burnout
53.4,1.58,10.2,0.851,engineering,Healthy
16.4,0.34,49.9,0.33,product,Burnout
27.6,0.14,76.6,0.342,hr,Burnout
35.8,0.64,111.3,0.261,sales,Stressed
26.7,0.3,129.9,0.255,engineering,Burnout
48.4,1.43,17.8,0.715,sales,Healthy
19.9,0.12,35.1,0.452,engineering,Burnout
55.2,1.04,8.5,0.807,product,Healthy
38.4,0.45,23.9,0.361,sales,Stressed
26.7,0.53,55.3,0.418,hr,Stressed
36.9,0.65,8.0,0.325,product,Stressed
31.6,0.16,82.9,0.633,engineering,Stressed
35.7,0.31,123.0,0.149,engineering,Burnout
50.8,0.77,16.0,0.934,marketing,Healthy
35.4,1.05,54.7,0.719,marketing,Stressed
36.9,0.55,66.4,0.589,product,Stressed
26.6,0.36,45.6,0.28,product,Burnout
13.9,0.13,110.3,0.309,engineering,Burnout
23.0,0.04,66.7,0.23,sales,Burnout
29.9,0.49,99.7,0.545,sales,Stressed
10.5,0.5,0,0.547,product,Stressed
25.3,0.45,63.5,0.651,hr,Stressed
12.2,0.27,94.4,0.397,sales,Burnout
34.4,0.93,14.4,0.889,hr,Healthy
29.3,0.0,54.8,0.143,marketing,Burnout
12.9,0.34,152.6,0.396,marketing,Burnout
22.6,0.16,100.9,0.388,hr,Burnout
10.8,0.26,202.4,0.303,engineering,Burnout
54.9,1.15,20.0,0.917,hr,Healthy
28.2,0.37,90.6,0.4,sales,Burnout
16.1,0.06,69.7,0.434,hr,Stressed
25.7,0.22,71.8,0.295,sales,Burnout
14.7,0.16,122.6,0.201,hr,Burnout
11.9,0.41,77.9,0.668,engineering,Stressed
57.1,1.14,12.3,0.976,marketing,Healthy
23.2,0.11,24.2,0.35,hr,Burnout
45.6,0.58,23.6,0.576,marketing,Stressed
12.4,0.13,39.1,0.414,engineering,Burnout
47.5,1.05,5.0,0.89,product,Healthy
45.4,0.43,64.3,0.183,marketing,Stressed
29.3,0.23,108.1,0.452,engineering,Burnout
28.3,0.64,80.2,0.393,engineering,Stressed
21.9,0.21,68.6,0.432,engineering,Burnout
13.1,0.34,79.9,0.279,hr,Burnout
21.2,0.02,60.5,0.369,sales,Burnout
30.4,1.18,8.1,0.807,marketing,Healthy
17.4,0.24,110.6,0.218,engineering,Burnout
32.0,0.35,81.8,0.541,product,Stressed
50.5,1.01,0,0.812,hr,Healthy
70.1,0.48,68.4,0.369,hr,Stressed
44.4,1.19,14.7,0.679,marketing,Healthy
38.3,1.34,25.4,0.958,marketing,Healthy
32.7,0.24,105.7,0.181,product,Burnout
54.1,0.78,25.8,0.878,sales,Healthy
12.0,0.11,94.6,0.322,engineering,Burnout
57.0,0.31,24.5,0.708,engineering,Stressed
21.5,0.21,34.9,0.417,engineering,Burnout
44.2,1.27,13.7,0.874,sales,Healthy
27.2,0,30.3,0.347,hr,Burnout
39.0,1.29,13.7,0.773,product,Healthy
60.8,0.6,31.6,0.461,product,Stressed
63.7,0.85,11.2,0.841,sales,Healthy
14.7,0.35,67.8,0.364,marketing,Burnout
29.3,0.74,59.1,0.105,hr,Stressed
15.6,0.07,47.0,0.49,hr,Stressed
58.6,1.04,10.8,1.0,engineering,Healthy
62.0,0.93,79.5,0.574,engineering,Stressed
26.3,0.2,99.0,0.354,product,Burnout
26.2,0.05,72.0,0.479,sales,Stressed
15.8,0.35,98.9,0.289,engineering,Burnout
18.0,0.82,84.0,0.52,engineering,Stressed
25.9,0.1,77.7,0.314,marketing,Burnout
39.7,0.16,88.0,0.27,product,Burnout
17.1,0.53,50.6,0.495,sales,Stressed
8.3,0.38,84.7,0.321,product,Burnout
62.7,0.76,15.0,0.673,marketing,Healthy
40.6,0.43,77.3,0.508,marketing,Stressed
40.5,0.42,24.7,0.417,engineering,Stressed
38.3,0.27,62.1,0.8,marketing,Stressed
47.5,0.31,59.2,0.515,sales,Stressed
27.9,0.2,65.1,0.273,sales,Burnout
52.6,1.42,20.4,0.688,product,Healthy
6.9,0,38.5,0.362,engineering,Burnout
14.9,0.02,187.1,0.288,product,Burnout
34.7,0.31,57.8,0.569,sales,Stressed
38.8,1.3,23.1,0.607,product,Healthy
14.2,0.39,106.5,0.22,sales,Burnout
49.2,1.46,18.8,0.738,product,Healthy
50.5,1.38,11.9,0.846,product,Healthy
15.3,0.28,142.5,0.297,marketing,Burnout
48.9,1.19,23.9,0.807,product,Healthy
28.0,0.82,68.0,0.341,product,Stressed
40.7,1.29,16.2,0.86,hr,Healthy
21.8,0.18,118.5,0.296,product,Burnout
45.4,1.28,17.4,0.835,product,Healthy
24.2,0.25,6.0,0.174,product,Burnout
42.5,0.15,31.7,0.239,engineering,Stressed
40.1,0.53,54.4,0.912,product,Stressed
33.3,0.18,113.3,0.293,sales,Burnout
24.7,0.22,78.8,0.308,product,Burnout
23.4,0.44,0,0.503,hr,Stressed
58.1,1.0,89.0,0.339,product,Stressed
57.0,0.37,44.8,0.278,hr,Stressed
24.9,0.83,48.6,0.547,sales,Stressed
41.3,0.8,69.4,0.451,sales,Stressed
37.2,0.92,8.2,0.726,marketing,Healthy
59.4,1.3,12.7,0.89,hr,Healthy
35.0,0.07,105.4,0.234,sales,Burnout
45.7,0.78,5.5,0.75,marketing,Healthy
25.2,0.52,40.3,0.21,hr,Stressed
40.2,1.43,12.2,0.634,marketing,Healthy
49.5,1.25,25.0,0.902,engineering,Healthy
49.9,1.35,24.7,0.885,hr,Healthy
54.7,0.67,72.0,0.741,sales,Stressed
30.7,0.53,58.6,0.602,sales,Stressed
35.3,0.38,75.4,0.625,marketing,Stressed
10.7,0.36,139.3,0.408,sales,Burnout
41.3,0.26,8.7,0.793,sales,Stressed
37.7,0.6,34.0,0.568,hr,Stressed
27.1,0.14,130.0,0.343,marketing,Burnout
38.6,0.57,90.0,0.418,marketing,Stressed
32.4,0.26,44.2,0.393,product,Burnout
32.1,0.31,92.5,0.452,marketing,Burnout
16.0,0.04,83.7,0.488,product,Burnout
33.7,0.15,116.0,0.129,engineering,Burnout
43.1,1.36,17.9,0.705,product,Healthy
15.3,0.2,20.7,0.118,marketing,Burnout
70.6,1.16,23.3,0.794,marketing,Healthy
57.7,0.01,72.8,0.227,hr,Stressed
23.6,0.28,103.8,0.242,product,Stressed
13.5,0.07,122.9,0.463,engineering,Burnout
21.5,0.34,24.7,0.395,marketing,Burnout
36.2,0.12,125.0,0.269,marketing,Burnout
29.4,0.65,38.3,0.624,sales,Stressed
37.5,0.41,28.3,0.443,sales,Stressed
54.9,0.5,41.6,0.28,sales,Stressed
53.1,1.89,1.4,0.747,marketing,Healthy
33.2,0.55,88.6,0.497,hr,Stressed
18.5,0.23,74.5,0.211,sales,Burnout
16.7,0.17,94.8,0.243,hr,Burnout
39.0,0.72,15.6,0.66,sales,Healthy
30.5,0.22,39.0,0.45,marketing,Burnout
19.8,0.15,97.0,0.302,marketing,Burnout
35.4,1.33,10.2,0.882,hr,Healthy
59.2,1.59,12.6,0.857,product,Healthy
20.3,0.21,121.9,0.399,marketing,Burnout
55.2,1.68,17.8,0.937,hr,Healthy
26.3,0.76,8.3,0.659,engineering,Stressed
35.7,0.93,14.5,0.802,sales,Healthy
38.0,0.16,54.7,0.438,marketing,Burnout
23.4,0.28,106.0,0.496,product,Burnout
7.5,0.22,138.0,0.222,engineering,Burnout
27.7,0.34,111.4,0.099,product,Stressed
21.5,0.14,100.7,0.261,hr,Burnout
27.5,0.41,70.0,0.474,product,Stressed
29.7,0.19,98.5,0.274,hr,Burnout
51.5,1.18,7.4,0.726,hr,Healthy
8.8,0.0,132.1,0.301,marketing,Burnout
23.8,0.2,68.2,0.522,engineering,Burnout
44.5,0.73,83.5,0.635,marketing,Stressed
49.6,0.49,34.1,0.564,hr,Stressed
40.8,0.73,3.6,0.767,engineering,Healthy
75.5,1.31,0,0.775,engineering,Healthy
53.5,0.99,27.4,0.973,marketing,Healthy
33.7,0.2,95.2,0.378,sales,Burnout
11.7,0.44,59.4,0.598,engineering,Stressed
51.2,1.21,6.5,0.783,engineering,Healthy
21.1,0.05,79.6,0.276,engineering,Burnout
60.5,0.85,55.1,0.59,sales,Stressed
44.5,0.49,53.5,0.725,sales,Stressed
45.9,0.96,18.0,0.83,hr,Healthy
43.3,0.41,9.0,0.838,marketing,Healthy
46.0,0.36,45.2,0.367,marketing,Stressed
40.8,1.43,23.4,0.707,marketing,Healthy
41.3,1.23,4.8,0.945,hr,Healthy
14.5,0.18,74.7,0.578,product,Stressed
22.6,0.31,107.3,0.291,sales,Burnout
57.8,1.55,7.6,0.787,sales,Healthy
26.4,0.18,89.8,0.646,marketing,Stressed
43.4,1.25,23.6,0.826,marketing,Healthy
35.6,0.27,56.4,0.278,product,Burnout
33.5,0.29,96.1,0.442,product,Burnout
46.7,1.22,18.7,0.807,hr,Healthy
34.8,0.69,25.5,0.221,hr,Stressed
64.3,0.41,22.2,0.812,engineering,Healthy
23.9,0.23,109.8,0.261,sales,Burnout
30.3,0.3,116.6,0.312,product,Burnout
57.8,0.82,12.0,0.702,product,Healthy
49.5,1.74,11.5,0.785,sales,Healthy
45.3,0.93,49.2,0.864,marketing,Healthy
57.1,0.42,53.3,0.33,sales,Stressed
64.4,0.95,19.4,0.809,marketing,Healthy
19.8,0.16,116.4,0.367,product,Burnout
48.5,1.49,23.0,0.639,hr,Healthy
19.5,0.17,117.3,0.117,sales,Burnout
27.1,0.3,123.6,0.359,marketing,Burnout
23.6,0.03,82.0,0.882,marketing,Stressed
26.0,0.16,133.2,0.355,sales,Burnout
20.4,0.53,40.9,0.463,engineering,Stressed
0.7,0.17,138.1,0.363,product,Burnout
44.0,0.73,15.9,0.878,product,Healthy
44.5,0.21,70.4,0.566,engineering,Stressed
54.6,0.98,9.9,0.785,marketing,Healthy
71.7,1.22,23.4,0.756,sales,Healthy
40.0,0.91,19.8,0.715,marketing,Healthy
41.1,0.55,67.6,0.18,marketing,Stressed
25.5,0,50.4,0.7,hr,Stressed
13.6,0.26,142.1,0.446,sales,Burnout
43.1,0.71,86.6,0.589,engineering,Stressed
64.2,0.47,119.2,0.847,engineering,Stressed
23.9,0.21,72.1,0.355,engineering,Burnout
10.2,0.33,84.0,0.298,marketing,Burnout
57.7,1.2,13.4,0.655,hr,Healthy
43.6,0.3,145.5,0.409,engineering,Burnout
17.4,0,95.4,0.146,hr,Burnout
22.4,0.69,110.5,0.583,sales,Stressed
29.4,0.55,80.1,0.371,hr,Stressed
17.2,0.23,87.4,0.413,engineering,Burnout
13.3,0.41,22.5,0.568,hr,Burnout
35.2,0.4,55.2,0.784,marketing,Stressed
54.0,0.5,3.1,0.884,marketing,Healthy
45.1,1.18,28.6,0.749,marketing,Healthy
19.7,0.15,88.3,0.392,product,Burnout
0,0.32,90.2,0.641,product,Stressed
22.0,0.58,69.8,0.441,marketing,Stressed
49.2,1.5,18.1,1.0,marketing,Healthy
45.3,0.28,38.6,0.673,hr,Stressed
47.4,1.53,15.3,0.707,sales,Healthy
74.9,0.24,82.8,0.509,sales,Stressed
20.1,0.13,86.1,0.291,engineering,Burnout
44.6,1.05,15.9,0.891,marketing,Healthy
10.0,0.26,95.2,0.157,engineering,Burnout
18.1,0.34,28.9,0.473,product,Burnout
45.3,0.7,20.9,0.878,marketing,Healthy
12.7,0.18,115.0,0.31,engineering,Burnout
8.6,0.28,150.5,0.117,sales,Burnout
17.3,0.17,90.9,0.149,marketing,Burnout
28.7,0.35,58.6,0.238,sales,Burnout
22.4,0.28,72.0,0.393,product,Burnout
10.4,0.23,127.9,0.202,marketing,Burnout
63.4,0.61,57.9,0.517,sales,Stressed
3.2,0.43,64.2,0.212,product,Stressed
40.8,1.24,36.8,0.765,engineering,Healthy
7.9,0.34,70.0,0.309,marketing,Burnout
22.7,0.21,106.6,0.149,hr,Burnout
62.2,1.45,3.9,0.76,hr,Healthy
13.6,0.1,95.6,0.374,product,Burnout
15.5,0.24,80.3,0.261,hr,Burnout
30.7,0.45,62.8,0.413,hr,Stressed
22.7,0.33,123.8,0.151,sales,Burnout
5.6,0.21,170.9,0.437,product,Burnout
63.7,1.33,22.8,0.546,product,Healthy
24.5,0.34,95.9,0.338,sales,Burnout
39.3,0.95,16.9,0.798,product,Healthy
8.3,0.48,95.2,0.21,engineering,Burnout
38.3,1.33,27.2,0.664,hr,Healthy
27.9,0.17,114.4,0.355,sales,Burnout
34.1,0.3,116.9,0.326,engineering,Burnout
26.0,0.22,90.8,0.205,marketing,Burnout
50.0,1.07,18.9,0.745,sales,Healthy
15.9,0.31,98.4,0.255,product,Burnout
18.0,0.11,171.4,0.39,product,Burnout
10.8,0.06,114.3,0.237,sales,Burnout
47.6,1.88,7.0,0.689,hr,Healthy
54.0,0.8,16.6,0.755,marketing,Healthy
36.8,1.22,3.6,0.829,product,Healthy
21.5,0.21,49.3,0.245,engineering,Burnout
72.2,1.53,13.2,0.785,hr,Healthy
48.2,0.43,54.3,0.277,marketing,Stressed
48.7,1.51,11.4,0.841,engineering,Healthy
36.7,0.49,33.3,0.743,sales,Stressed
23.7,0.16,26.5,0.349,hr,Burnout
48.5,0.7,0,0.777,product,Healthy
23.3,0.4,9.4,0.294,marketing,Burnout
20.3,0.11,74.9,0.339,sales,Burnout
48.8,1.19,24.7,0.823,sales,Healthy
56.7,1.3,1.5,0.723,hr,Healthy
20.5,0.24,85.2,0.319,product,Burnout
14.4,0.35,99.4,0.281,engineering,Burnout
17.6,0.3,68.4,0.551,marketing,Stressed
59.1,1.38,0,0.852,engineering,Healthy
19.3,0.35,66.9,0.239,hr,Burnout
15.9,0.27,3.2,0.44,engineering,Burnout
23.9,0.31,141.5,0.355,marketing,Burnout
42.8,1.11,27.8,0.887,engineering,Healthy
31.1,0.22,71.9,0.431,marketing,Stressed
28.4,0.2,120.9,0.25,hr,Burnout
47.6,1.09,11.9,0.719,product,Healthy
28.8,0.25,101.5,0.218,sales,Burnout
51.7,1.17,35.0,0.736,product,Healthy
12.3,0.34,128.5,0.254,sales,Burnout
58.3,1.36,9.4,0.814,engineering,Healthy
46.4,0.57,65.3,0.417,marketing,Stressed
47.3,0.41,76.9,0.309,sales,Stressed
48.0,0.83,17.8,0.769,engineering,Healthy
17.2,0.25,222.2,0.26,sales,Burnout
48.5,0.38,73.2,0.487,sales,Stressed
31.7,1.32,31.5,0.805,hr,Healthy
12.1,0.21,127.3,0.355,sales,Burnout
41.9,0.82,14.1,0.936,sales,Healthy
38.2,1.18,25.9,0.78,product,Healthy
19.7,0.56,63.2,0.517,hr,Stressed
44.3,0.83,27.7,0.852,hr,Healthy
43.6,0.52,107.8,0.622,sales,Stressed
35.2,1.51,22.2,0.728,marketing,Healthy
52.7,1.03,9.5,0.847,marketing,Healthy
31.7,0.14,85.8,0.373,engineering,Stressed
26.7,0.99,10.9,0.899,sales,Healthy
14.3,0.57,52.8,0.614,product,Stressed
50.2,1.7,20.8,0.735,hr,Healthy
57.7,1.4,11.1,0.87,engineering,Healthy
53.3,0.3,67.9,0.683,product,Stressed
9.7,0.23,106.8,0.204,marketing,Burnout
29.5,0.17,74.5,0.491,marketing,Burnout
44.6,0.43,49.8,0.289,product,Stressed
29.4,0.43,32.5,0.258,product,Stressed
48.0,0.97,19.6,0.866,hr,Healthy
46.2,0.53,36.9,0.612,sales,Stressed
15.6,0.07,87.1,0.3,hr,Burnout
36.2,0.35,112.3,0.331,sales,Burnout
19.0,0.48,77.3,0.318,sales,Stressed
35.6,0.96,14.7,0.721,engineering,Healthy
16.4,0.79,64.2,0.523,marketing,Stressed
44.6,1.03,15.1,0.73,sales,Healthy
29.5,0.23,61.2,0.281,marketing,Burnout
33.2,0.52,79.4,0.289,product,Stressed
50.0,1.28,7.8,0.658,engineering,Healthy
50.7,0.45,21.5,0.66,marketing,Stressed
25.5,0.18,42.0,0.181,product,Burnout
36.1,0.16,32.8,0.678,hr,Stressed
16.0,0.21,57.4,0.277,sales,Burnout
40.6,0.55,34.2,0.76,engineering,Stressed
43.2,0.61,102.6,0.635,product,Stressed
45.6,0.67,103.6,0.568,marketing,Stressed
28.0,0.38,92.6,0.405,sales,Stressed
38.3,1.76,25.7,0.707,engineering,Healthy
39.5,0.66,76.3,0.357,sales,Stressed
1.9,0.6,61.1,0.625,product,Stressed
6.1,0.26,120.3,0.302,engineering,Burnout
42.0,0.88,15.4,0.62,engineering,Healthy
32.1,0.22,0,0.229,hr,Burnout
31.6,0.29,88.7,0.609,hr,Stressed
0,0.56,77.5,0.512,engineering,Stressed
40.7,1.42,13.4,0.919,hr,Healthy
30.4,0.28,61.1,0.26,sales,Burnout
37.8,0.48,48.8,0.525,sales,Stressed
1.6,0.48,43.9,0.219,product,Stressed
69.4,0.66,60.7,0.521,hr,Stressed
0,0.62,59.7,0.458,sales,Stressed
37.6,0.55,26.5,0.417,product,Stressed
6.6,0.23,97.5,0.328,engineering,Burnout
4.4,0.65,57.2,0.321,engineering,Stressed
42.5,0.54,54.6,0.632,sales,Stressed
38.2,1.4,4.5,0.606,engineering,Healthy
48.7,0.52,61.7,0.661,product,Stressed
4.3,0.17,80.6,0.462,sales,Burnout
4.1,0.15,55.9,0.123,product,Burnout
3.1,0.75,18.2,0.485,marketing,Stressed
60.6,0.34,78.3,0.913,hr,Stressed
45.6,1.27,7.3,0.847,sales,Healthy
8.6,0.12,56.5,0.29,hr,Burnout
39.2,1.31,26.1,0.774,engineering,Healthy
7.2,0.06,60.3,0.326,marketing,Burnout
21.5,0.19,40.5,0.279,marketing,Burnout
30.5,0.31,19.2,0.541,sales,Stressed
18.7,0.1,92.6,0.361,engineering,Burnout
65.5,0.93,8.2,0.822,product,Healthy
